Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
Reactome Gene Sets,6,R-HSA-211859,Biological oxidations,,-3.6,2.6,4.2,27994,222,889,18,2,0.47,314|1555|1558|1559|1571|1579|1581|1583|1588|6916|7365|8648|9061|27430|51302|54928|133688|284541,AOC2|CYP2B6|CYP2C8|CYP2C9|CYP2E1|CYP4A11|CYP7A1|CYP11A1|CYP19A1|TBXAS1|UGT2B10|NCOA1|PAPSS1|MAT2B|CYP39A1|BPNT2|UGT3A1|CYP4A22,-1.3,100 uM
GO Biological Processes,19,GO:1902369,negative regulation of RNA catabolic process,19_GO:0048519 negative regulation of biological process,-3.5,4.2,4.7,27994,68,889,9,1,0.34,1869|2521|3184|23367|51594|54888|55603|166863|169966,E2F1|FUS|HNRNPD|LARP1|NBAS|NSUN2|TENT5A|RBM46|TENT5D,-1.3,100 uM
GO Biological Processes,19,GO:1903311,regulation of mRNA metabolic process,19_GO:0050789 regulation of biological process,-3.5,2.2,4,27994,344,889,24,2.7,0.54,984|1655|1869|2521|3184|4670|5578|5700|5705|5708|6430|6830|7072|7431|9589|23367|27161|27339|51341|51594|55603|91746|166863|169966,CDK11B|DDX5|E2F1|FUS|HNRNPD|HNRNPM|PRKCA|PSMC1|PSMC5|PSMD2|SRSF5|SUPT6H|TIA1|VIM|WTAP|LARP1|AGO2|PRPF19|ZBTB7A|NBAS|TENT5A|YTHDC1|RBM46|TENT5D,-1.3,100 uM
CORUM,33,CORUM:1101,transcription factor IIIC multisubunit complex,,-3.5,19,7.2,27994,5,889,3,0.34,0.19,2975|2976|9328,GTF3C1|GTF3C2|GTF3C5,-1.3,100 uM
CORUM,33,CORUM:1105,transcription factor IIIC multisubunit complex,,-3.5,19,7.2,27994,5,889,3,0.34,0.19,2975|2976|9328,GTF3C1|GTF3C2|GTF3C5,-1.3,100 uM
GO Biological Processes,19,GO:0009165,nucleotide biosynthetic process,19_GO:0008152 metabolic process,-3.5,2.1,4,27994,387,889,26,2.9,0.57,31|132|1503|1854|2618|2980|3939|5163|5230|7084|7372|9061|9390|9972|10201|10476|10762|11182|51341|51703|53354|54704|80025|122622|132001|197322,ACACA|ADK|CTPS1|DUT|GART|GUCA2A|LDHA|PDK1|PGK1|TK2|UMPS|PAPSS1|SLC22A13|NUP153|NME6|ATP5PD|NUP50|SLC2A6|ZBTB7A|ACSL5|PANK1|PDP1|PANK2|ADSS1|TAMM41|ACSF3,-1.3,100 uM
GO Biological Processes,19,GO:0019373,epoxygenase P450 pathway,19_GO:0008152 metabolic process,-3.5,7.9,5.6,27994,20,889,5,0.56,0.25,1555|1558|1559|1571|1579,CYP2B6|CYP2C8|CYP2C9|CYP2E1|CYP4A11,-1.3,100 uM
GO Biological Processes,19,GO:1901361,organic cyclic compound catabolic process,19_GO:0008152 metabolic process,-3.5,1.7,3.8,27994,777,889,43,4.8,0.72,317|1581|1588|1655|1854|1869|2521|3184|3939|4507|4670|5142|5144|5230|5578|5700|5705|5708|6832|6996|7431|9775|9972|10762|11182|22803|23098|23367|26523|27161|27443|51251|51302|51341|51594|54888|55181|55603|80349|166863|169966|196513|100289017,APAF1|CYP7A1|CYP19A1|DDX5|DUT|E2F1|FUS|HNRNPD|LDHA|MTAP|HNRNPM|PDE4B|PDE4D|PGK1|PRKCA|PSMC1|PSMC5|PSMD2|SUPV3L1|TDG|VIM|EIF4A3|NUP153|NUP50|SLC2A6|XRN2|SARM1|LARP1|AGO1|AGO2|CECR2|NT5C3A|CYP39A1|ZBTB7A|NBAS|NSUN2|SMG8|TENT5A|WDR61|RBM46|TENT5D|DCP1B|MOXD2P,-1.3,100 uM
GO Biological Processes,19,GO:1901293,nucleoside phosphate biosynthetic process,19_GO:0008152 metabolic process,-3.5,2.1,4,27994,390,889,26,2.9,0.57,31|132|1503|1854|2618|2980|3939|5163|5230|7084|7372|9061|9390|9972|10201|10476|10762|11182|51341|51703|53354|54704|80025|122622|132001|197322,ACACA|ADK|CTPS1|DUT|GART|GUCA2A|LDHA|PDK1|PGK1|TK2|UMPS|PAPSS1|SLC22A13|NUP153|NME6|ATP5PD|NUP50|SLC2A6|ZBTB7A|ACSL5|PANK1|PDP1|PANK2|ADSS1|TAMM41|ACSF3,-1.3,100 uM
Reactome Gene Sets,6,R-HSA-1989781,PPARA activates gene expression,,-3.5,3.2,4.4,27994,117,889,12,1.3,0.39,51|123|1374|1579|1581|2168|3158|5244|6095|8648|27063|51586,ACOX1|PLIN2|CPT1A|CYP4A11|CYP7A1|FABP1|HMGCS2|ABCB4|RORA|NCOA1|ANKRD1|MED15,-1.3,100 uM
GO Biological Processes,19,GO:0043154,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,19_GO:0048519 negative regulation of biological process,-3.4,3.7,4.5,27994,85,889,10,1.1,0.35,329|960|1410|2168|5062|5076|5329|5607|7057|7422,BIRC2|CD44|CRYAB|FABP1|PAK2|PAX2|PLAUR|MAP2K5|THBS1|VEGFA,-1.3,100 uM
GO Biological Processes,19,GO:0015908,fatty acid transport,19_GO:0051179 localization,-3.4,3.4,4.4,27994,101,889,11,1.2,0.37,31|123|1244|1374|1579|2168|7057|11001|51703|81579|391013,ACACA|PLIN2|ABCC2|CPT1A|CYP4A11|FABP1|THBS1|SLC27A2|ACSL5|PLA2G12A|PLA2G2C,-1.3,100 uM
GO Biological Processes,19,GO:0008610,lipid biosynthetic process,19_GO:0008152 metabolic process,-3.4,1.8,3.8,27994,733,889,41,4.6,0.7,31|37|337|338|634|1558|1559|1571|1579|1581|1583|1588|2531|3158|3248|5105|5291|5298|5305|6916|8897|9487|9488|9896|11001|27339|51205|51302|51703|66036|79644|79888|81579|128869|129642|132001|197322|253017|284098|407032|729920,ACACA|ACADVL|APOA4|APOB|CEACAM1|CYP2C8|CYP2C9|CYP2E1|CYP4A11|CYP7A1|CYP11A1|CYP19A1|KDSR|HMGCS2|HPGD|PCK1|PIK3CB|PI4KB|PIP4K2A|TBXAS1|MTMR3|PIGL|PIGB|FIG4|SLC27A2|PRPF19|ACP6|CYP39A1|ACSL5|MTMR9|SRD5A3|LPCAT1|PLA2G12A|PIGU|MBOAT2|TAMM41|ACSF3|TECRL|PIGW|MIR30C2|CRPPA,-1.3,100 uM
Canonical Pathways,11,M53,PID INTEGRIN3 PATHWAY,,-3.4,5.1,4.9,27994,43,889,7,0.79,0.3,1285|2335|3912|3915|5329|7057|7422,COL4A3|FN1|LAMB1|LAMC1|PLAUR|THBS1|VEGFA,-1.3,100 uM
GO Biological Processes,19,GO:1903827,regulation of cellular protein localization,19_GO:0051179 localization,-3.4,1.9,3.8,27994,548,889,33,3.7,0.63,493|1601|1861|1869|2035|2037|2040|2719|3717|3936|4771|5058|6612|6653|6711|6830|9419|9648|9919|10075|10541|10576|11143|22948|23208|29072|51024|54888|55486|55625|55823|56947|113130,ATP2B4|DAB2|TOR1A|E2F1|EPB41|EPB41L2|STOM|GPC3|JAK2|LCP1|NF2|PAK1|SUMO3|SORL1|SPTBN1|SUPT6H|CRIPT|GCC2|SEC16A|HUWE1|ANP32B|CCT2|KAT7|CCT5|SYT11|SETD2|FIS1|NSUN2|PARL|ZDHHC7|VPS11|MFF|CDCA5,-1.3,100 uM
GO Biological Processes,19,GO:0006839,mitochondrial transport,19_GO:0051179 localization,-3.4,2.3,4,27994,268,889,20,2.2,0.5,31|1374|1869|10075|10476|10939|23593|26515|26517|28978|51024|55486|55823|56947|63933|90529|196294|221154|645203|100652748,ACACA|CPT1A|E2F1|HUWE1|ATP5PD|AFG3L2|HEBP2|TIMM10B|TIMM13|TMEM14A|FIS1|PARL|VPS11|MFF|MCUR1|STPG1|IMMP1L|MICU2|TMEM14DP|TIMM23B,-1.3,100 uM
KEGG Pathway,24,hsa_M00087,beta-Oxidation,,-3.4,10,6,27994,12,889,4,0.45,0.22,37|51|3030|3032,ACADVL|ACOX1|HADHA|HADHB,-1.2,100 uM
Reactome Gene Sets,6,R-HSA-389359,CD28 dependent Vav1 pathway,,-3.4,10,6,27994,12,889,4,0.45,0.22,940|2885|5058|5062,CD28|GRB2|PAK1|PAK2,-1.2,100 uM
KEGG Pathway,24,M00087,beta-Oxidation,,-3.4,10,6,27994,12,889,4,0.45,0.22,37|51|3030|3032,ACADVL|ACOX1|HADHA|HADHB,-1.2,100 uM
GO Biological Processes,19,GO:0006869,lipid transport,19_GO:0051179 localization,-3.4,2.1,3.9,27994,373,889,25,2.8,0.55,31|123|337|338|634|1244|1374|1579|1588|2168|5244|7057|8542|8648|11001|26207|28234|51454|51703|57488|81579|158219|391013|406981|407032,ACACA|PLIN2|APOA4|APOB|CEACAM1|ABCC2|CPT1A|CYP4A11|CYP19A1|FABP1|ABCB4|THBS1|APOL1|NCOA1|SLC27A2|PITPNC1|SLCO1B3|GULP1|ACSL5|ESYT2|PLA2G12A|TTC39B|PLA2G2C|MIR19B2|MIR30C2,-1.2,100 uM
Reactome Gene Sets,6,R-HSA-400206,Regulation of lipid metabolism by PPARalpha,,-3.4,3.2,4.3,27994,119,889,12,1.3,0.39,51|123|1374|1579|1581|2168|3158|5244|6095|8648|27063|51586,ACOX1|PLIN2|CPT1A|CYP4A11|CYP7A1|FABP1|HMGCS2|ABCB4|RORA|NCOA1|ANKRD1|MED15,-1.2,100 uM
KEGG Pathway,24,ko03320,PPAR signaling pathway,,-3.3,3.9,4.5,27994,72,889,9,1,0.34,51|123|1374|1581|2168|3158|5105|11001|51703,ACOX1|PLIN2|CPT1A|CYP7A1|FABP1|HMGCS2|PCK1|SLC27A2|ACSL5,-1.2,100 uM
GO Biological Processes,19,GO:0009117,nucleotide metabolic process,19_GO:0008152 metabolic process,-3.3,1.8,3.7,27994,717,889,40,4.5,0.7,31|132|1503|1854|2395|2618|2980|3158|3939|4190|4700|5142|5144|5163|5230|6095|6888|6996|7084|7372|9061|9390|9972|10201|10476|10762|11182|23098|23597|27304|51251|51341|51703|53354|54704|54928|80025|122622|132001|197322,ACACA|ADK|CTPS1|DUT|FXN|GART|GUCA2A|HMGCS2|LDHA|MDH1|NDUFA6|PDE4B|PDE4D|PDK1|PGK1|RORA|TALDO1|TDG|TK2|UMPS|PAPSS1|SLC22A13|NUP153|NME6|ATP5PD|NUP50|SLC2A6|SARM1|ACOT9|MOCS3|NT5C3A|ZBTB7A|ACSL5|PANK1|PDP1|BPNT2|PANK2|ADSS1|TAMM41|ACSF3,-1.2,100 uM
GO Biological Processes,19,GO:0043489,RNA stabilization,19_GO:0048519 negative regulation of biological process,-3.3,4.3,4.6,27994,58,889,8,0.9,0.32,1869|2521|3184|23367|54888|55603|166863|169966,E2F1|FUS|HNRNPD|LARP1|NSUN2|TENT5A|RBM46|TENT5D,-1.2,100 uM
GO Biological Processes,19,GO:1902373,negative regulation of mRNA catabolic process,19_GO:0048519 negative regulation of biological process,-3.3,4.3,4.6,27994,58,889,8,0.9,0.32,1869|2521|3184|23367|51594|55603|166863|169966,E2F1|FUS|HNRNPD|LARP1|NBAS|TENT5A|RBM46|TENT5D,-1.2,100 uM
GO Biological Processes,19,GO:0010466,negative regulation of peptidase activity,19_GO:0048519 negative regulation of biological process,-3.3,2.3,3.9,27994,272,889,20,2.2,0.5,329|720|721|960|1285|1410|1992|2168|2719|5062|5076|5329|5607|6653|7057|7422|26998|58503|406981|647174,BIRC2|C4A|C4B|CD44|COL4A3|CRYAB|SERPINB1|FABP1|GPC3|PAK2|PAX2|PLAUR|MAP2K5|SORL1|THBS1|VEGFA|FETUB|OPRPN|MIR19B2|SERPINE3,-1.2,100 uM
GO Biological Processes,19,GO:0034470,ncRNA processing,19_GO:0008152 metabolic process,-3.3,2,3.8,27994,400,889,26,2.9,0.57,5822|8518|8602|9775|9875|10200|10248|22803|22984|23212|25926|26173|26523|27161|27304|29063|51077|51106|54059|54881|54888|55127|79954|81875|90121|91695,PWP2|ELP1|NOP14|EIF4A3|URB1|MPHOSPH6|POP7|XRN2|PDCD11|RRS1|NOL11|INTS1|AGO1|AGO2|MOCS3|ZCCHC4|FCF1|TFB1M|YBEY|TEX10|NSUN2|HEATR1|NOL10|ISG20L2|TSR2|RRP7BP,-1.2,100 uM
GO Biological Processes,19,GO:0009260,ribonucleotide biosynthetic process,19_GO:0008152 metabolic process,-3.3,2.2,3.9,27994,294,889,21,2.4,0.51,31|132|1503|2618|3939|5163|5230|7372|9061|9972|10201|10476|10762|11182|51341|51703|53354|54704|80025|122622|197322,ACACA|ADK|CTPS1|GART|LDHA|PDK1|PGK1|UMPS|PAPSS1|NUP153|NME6|ATP5PD|NUP50|SLC2A6|ZBTB7A|ACSL5|PANK1|PDP1|PANK2|ADSS1|ACSF3,-1.2,100 uM
GO Biological Processes,19,GO:0009303,rRNA transcription,19_GO:0008152 metabolic process,-3.3,5.7,4.9,27994,33,889,6,0.67,0.27,2975|2976|9328|25926|55506|112495,GTF3C1|GTF3C2|GTF3C5|NOL11|MACROH2A2|GTF3C6,-1.2,100 uM
KEGG Pathway,24,hsa04151,PI3K-Akt signaling pathway,,-3.3,2.1,3.8,27994,380,889,25,2.8,0.55,1147|1285|1441|2256|2335|2885|3455|3716|3717|3912|3915|5105|5291|5519|5578|5934|6009|6446|7057|7422|22798|51378|55844|84699|118788,CHUK|COL4A3|CSF3R|FGF11|FN1|GRB2|IFNAR2|JAK1|JAK2|LAMB1|LAMC1|PCK1|PIK3CB|PPP2R1B|PRKCA|RBL2|RHEB|SGK1|THBS1|VEGFA|LAMB4|ANGPT4|PPP2R2D|CREB3L3|PIK3AP1,-1.2,100 uM
KEGG Pathway,24,hsa04510,Focal adhesion,,-3.3,2.5,4,27994,215,889,17,1.9,0.46,329|1285|1729|2317|2335|2885|3725|3912|3915|5058|5062|5291|5578|5579|7057|7422|22798,BIRC2|COL4A3|DIAPH1|FLNB|FN1|GRB2|JUN|LAMB1|LAMC1|PAK1|PAK2|PIK3CB|PRKCA|PRKCB|THBS1|VEGFA|LAMB4,-1.2,100 uM
GO Biological Processes,19,GO:0001666,response to hypoxia,19_GO:0050896 response to stimulus,-3.3,2.1,3.8,27994,359,889,24,2.7,0.54,317|329|1410|1789|1869|2168|3939|5058|5066|5105|5163|5230|5700|5705|5708|6095|7057|7422|10370|27063|50809|51024|51378|112399,APAF1|BIRC2|CRYAB|DNMT3B|E2F1|FABP1|LDHA|PAK1|PAM|PCK1|PDK1|PGK1|PSMC1|PSMC5|PSMD2|RORA|THBS1|VEGFA|CITED2|ANKRD1|HP1BP3|FIS1|ANGPT4|EGLN3,-1.2,100 uM
GO Biological Processes,19,GO:0006753,nucleoside phosphate metabolic process,19_GO:0008152 metabolic process,-3.3,1.7,3.7,27994,724,889,40,4.5,0.7,31|132|1503|1854|2395|2618|2980|3158|3939|4190|4700|5142|5144|5163|5230|6095|6888|6996|7084|7372|9061|9390|9972|10201|10476|10762|11182|23098|23597|27304|51251|51341|51703|53354|54704|54928|80025|122622|132001|197322,ACACA|ADK|CTPS1|DUT|FXN|GART|GUCA2A|HMGCS2|LDHA|MDH1|NDUFA6|PDE4B|PDE4D|PDK1|PGK1|RORA|TALDO1|TDG|TK2|UMPS|PAPSS1|SLC22A13|NUP153|NME6|ATP5PD|NUP50|SLC2A6|SARM1|ACOT9|MOCS3|NT5C3A|ZBTB7A|ACSL5|PANK1|PDP1|BPNT2|PANK2|ADSS1|TAMM41|ACSF3,-1.2,100 uM
GO Biological Processes,19,GO:1903651,positive regulation of cytoplasmic transport,19_GO:0048518 positive regulation of biological process,-3.2,9.7,5.7,27994,13,889,4,0.45,0.22,1601|6653|25930|55823,DAB2|SORL1|PTPN23|VPS11,-1.2,100 uM
Reactome Gene Sets,6,R-HSA-9027307,Biosynthesis of maresin-like SPMs,,-3.2,16,6.5,27994,6,889,3,0.34,0.19,1558|1559|1571,CYP2C8|CYP2C9|CYP2E1,-1.2,100 uM
CORUM,33,CORUM:1113,5S-DNA-TFIIIA-TFIIIC2 subcomplex,,-3.2,16,6.5,27994,6,889,3,0.34,0.19,2975|2976|9328,GTF3C1|GTF3C2|GTF3C5,-1.2,100 uM
GO Biological Processes,19,GO:0015909,long-chain fatty acid transport,19_GO:0051179 localization,-3.2,3.8,4.4,27994,75,889,9,1,0.34,31|123|1374|2168|7057|11001|51703|81579|391013,ACACA|PLIN2|CPT1A|FABP1|THBS1|SLC27A2|ACSL5|PLA2G12A|PLA2G2C,-1.2,100 uM
Reactome Gene Sets,6,R-HSA-5621481,C-type lectin receptors (CLRs),,-3.2,2.9,4.1,27994,142,889,13,1.5,0.4,1147|3710|4775|5058|5062|5532|5567|5700|5705|5708|7321|8945|9252,CHUK|ITPR3|NFATC3|PAK1|PAK2|PPP3CB|PRKACB|PSMC1|PSMC5|PSMD2|UBE2D1|BTRC|RPS6KA5,-1.2,100 uM
KEGG Pathway,24,hsa05169,Epstein-Barr virus infection,,-3.2,2.2,3.8,27994,299,889,21,2.4,0.51,317|864|960|1147|1869|2961|3113|3455|3627|3716|3725|5291|5567|5700|5705|5708|7187|7431|10623|27102|51426,APAF1|RUNX3|CD44|CHUK|E2F1|GTF2E2|HLA-DPA1|IFNAR2|CXCL10|JAK1|JUN|PIK3CB|PRKACB|PSMC1|PSMC5|PSMD2|TRAF3|VIM|POLR3C|EIF2AK1|POLK,-1.2,100 uM
GO Biological Processes,19,GO:0010951,negative regulation of endopeptidase activity,19_GO:0048519 negative regulation of biological process,-3.2,2.3,3.9,27994,258,889,19,2.1,0.49,329|720|721|960|1285|1410|1992|2168|5062|5076|5329|5607|6653|7057|7422|26998|58503|406981|647174,BIRC2|C4A|C4B|CD44|COL4A3|CRYAB|SERPINB1|FABP1|PAK2|PAX2|PLAUR|MAP2K5|SORL1|THBS1|VEGFA|FETUB|OPRPN|MIR19B2|SERPINE3,-1.2,100 uM
GO Biological Processes,19,GO:0046390,ribose phosphate biosynthetic process,19_GO:0008152 metabolic process,-3.1,2.2,3.8,27994,302,889,21,2.4,0.51,31|132|1503|2618|3939|5163|5230|7372|9061|9972|10201|10476|10762|11182|51341|51703|53354|54704|80025|122622|197322,ACACA|ADK|CTPS1|GART|LDHA|PDK1|PGK1|UMPS|PAPSS1|NUP153|NME6|ATP5PD|NUP50|SLC2A6|ZBTB7A|ACSL5|PANK1|PDP1|PANK2|ADSS1|ACSF3,-1.1,100 uM
GO Biological Processes,19,GO:2001252,positive regulation of chromosome organization,19_GO:0048518 positive regulation of biological process,-3.1,2.6,3.9,27994,182,889,15,1.7,0.43,1789|3184|3981|4683|7422|9252|10576|11143|22880|22948|25913|26097|55729|55904|80349,DNMT3B|HNRNPD|LIG4|NBN|VEGFA|RPS6KA5|CCT2|KAT7|MORC2|CCT5|POT1|CHTOP|ATF7IP|KMT2E|WDR61,-1.1,100 uM
GO Biological Processes,19,GO:2000117,negative regulation of cysteine-type endopeptidase activity,19_GO:0048519 negative regulation of biological process,-3.1,3.4,4.2,27994,93,889,10,1.1,0.35,329|960|1410|2168|5062|5076|5329|5607|7057|7422,BIRC2|CD44|CRYAB|FABP1|PAK2|PAX2|PLAUR|MAP2K5|THBS1|VEGFA,-1.1,100 uM
KEGG Pathway,24,ko00590,Arachidonic acid metabolism,,-3.1,4.1,4.4,27994,62,889,8,0.9,0.32,1555|1558|1559|1571|1579|6916|81579|391013,CYP2B6|CYP2C8|CYP2C9|CYP2E1|CYP4A11|TBXAS1|PLA2G12A|PLA2G2C,-1.1,100 uM
Reactome Gene Sets,6,R-HSA-4086398,Ca2+ pathway,,-3.1,4.1,4.4,27994,62,889,8,0.9,0.32,2780|3710|5532|5578|5592|7481|26523|27161,GNAT2|ITPR3|PPP3CB|PRKCA|PRKG1|WNT11|AGO1|AGO2,-1.1,100 uM
KEGG Pathway,24,ko01212,Fatty acid metabolism,,-3.1,4.6,4.5,27994,48,889,7,0.79,0.3,31|37|51|1374|3030|3032|51703,ACACA|ACADVL|ACOX1|CPT1A|HADHA|HADHB|ACSL5,-1.1,100 uM
KEGG Pathway,24,hsa01212,Fatty acid metabolism,,-3.1,4.6,4.5,27994,48,889,7,0.79,0.3,31|37|51|1374|3030|3032|51703,ACACA|ACADVL|ACOX1|CPT1A|HADHA|HADHB|ACSL5,-1.1,100 uM
GO Biological Processes,19,GO:2000116,regulation of cysteine-type endopeptidase activity,19_GO:0050789 regulation of biological process,-3.1,2.3,3.8,27994,242,889,18,2,0.47,317|329|960|1285|1410|2168|3717|5062|5076|5329|5607|7057|7422|10541|29843|51024|51065|112399,APAF1|BIRC2|CD44|COL4A3|CRYAB|FABP1|JAK2|PAK2|PAX2|PLAUR|MAP2K5|THBS1|VEGFA|ANP32B|SENP1|FIS1|RPS27L|EGLN3,-1.1,100 uM
GO Biological Processes,19,GO:0003306,Wnt signaling pathway involved in heart development,19_GO:0032502 developmental process,-3.1,9,5.4,27994,14,889,4,0.45,0.22,7481|64321|115701|406981,WNT11|SOX17|ALPK2|MIR19B2,-1.1,100 uM
GO Biological Processes,19,GO:0019439,aromatic compound catabolic process,19_GO:0008152 metabolic process,-3.1,1.7,3.5,27994,740,889,40,4.5,0.7,317|1655|1854|1869|2521|3184|3939|4507|4670|5142|5144|5230|5578|5700|5705|5708|6832|6996|7431|9775|9972|10762|11182|22803|23098|23367|26523|27161|27443|51251|51341|51594|54888|55181|55603|80349|166863|169966|196513|100289017,APAF1|DDX5|DUT|E2F1|FUS|HNRNPD|LDHA|MTAP|HNRNPM|PDE4B|PDE4D|PGK1|PRKCA|PSMC1|PSMC5|PSMD2|SUPV3L1|TDG|VIM|EIF4A3|NUP153|NUP50|SLC2A6|XRN2|SARM1|LARP1|AGO1|AGO2|CECR2|NT5C3A|ZBTB7A|NBAS|NSUN2|SMG8|TENT5A|WDR61|RBM46|TENT5D|DCP1B|MOXD2P,-1.1,100 uM
Reactome Gene Sets,6,R-HSA-9006925,Intracellular signaling by second messengers,,-3.1,2.2,3.7,27994,306,889,21,2.4,0.51,940|1108|1147|2885|3710|3725|5291|5305|5519|5567|5577|5578|5700|5705|5708|6009|9365|26523|27161|64121|118788,CD28|CHD4|CHUK|GRB2|ITPR3|JUN|PIK3CB|PIP4K2A|PPP2R1B|PRKACB|PRKAR2B|PRKCA|PSMC1|PSMC5|PSMD2|RHEB|KL|AGO1|AGO2|RRAGC|PIK3AP1,-1.1,100 uM
GO Biological Processes,19,GO:0036293,response to decreased oxygen levels,19_GO:0050896 response to stimulus,-3.1,2,3.6,27994,371,889,24,2.7,0.54,317|329|1410|1789|1869|2168|3939|5058|5066|5105|5163|5230|5700|5705|5708|6095|7057|7422|10370|27063|50809|51024|51378|112399,APAF1|BIRC2|CRYAB|DNMT3B|E2F1|FABP1|LDHA|PAK1|PAM|PCK1|PDK1|PGK1|PSMC1|PSMC5|PSMD2|RORA|THBS1|VEGFA|CITED2|ANKRD1|HP1BP3|FIS1|ANGPT4|EGLN3,-1.1,100 uM
KEGG Pathway,24,hsa05200,Pathways in cancer,,-3.1,1.8,3.5,27994,575,889,33,3.7,0.63,317|329|613|1147|1285|1441|1630|1869|2256|2335|2885|3455|3597|3716|3717|3725|3912|3915|5291|5567|5578|5579|6777|7187|7422|7481|8324|8648|9252|22798|51426|85021|112399,APAF1|BIRC2|BCR|CHUK|COL4A3|CSF3R|DCC|E2F1|FGF11|FN1|GRB2|IFNAR2|IL13RA1|JAK1|JAK2|JUN|LAMB1|LAMC1|PIK3CB|PRKACB|PRKCA|PRKCB|STAT5B|TRAF3|VEGFA|WNT11|FZD7|NCOA1|RPS6KA5|LAMB4|POLK|REPS1|EGLN3,-1.1,100 uM
Reactome Gene Sets,6,R-HSA-983705,Signaling by the B Cell Receptor (BCR),,-3.1,3.1,4,27994,112,889,11,1.2,0.37,1147|2885|3710|4775|5532|5579|5700|5705|5708|8945|118788,CHUK|GRB2|ITPR3|NFATC3|PPP3CB|PRKCB|PSMC1|PSMC5|PSMD2|BTRC|PIK3AP1,-1.1,100 uM
GO Biological Processes,19,GO:0016569,covalent chromatin modification,19_GO:0071840 cellular component organization or biogenesis,-3,1.9,3.6,27994,484,889,29,3.3,0.6,1789|3717|5578|5579|6830|7319|7422|8464|8648|9252|9730|10075|10902|11143|11176|11177|22880|23522|26009|26097|29072|55729|55904|56341|56916|63978|64324|80349|387893,DNMT3B|JAK2|PRKCA|PRKCB|SUPT6H|UBE2A|VEGFA|SUPT3H|NCOA1|RPS6KA5|DCAF1|HUWE1|BRD8|KAT7|BAZ2A|BAZ1A|MORC2|KAT6B|ZZZ3|CHTOP|SETD2|ATF7IP|KMT2E|PRMT8|SMARCAD1|PRDM14|NSD1|WDR61|KMT5A,-1.1,100 uM
GO Biological Processes,19,GO:0071426,ribonucleoprotein complex export from nucleus,19_GO:0051179 localization,-3,2.9,3.9,27994,130,889,12,1.3,0.39,6430|6830|9775|9972|10250|10762|23212|26097|29072|54888|55341|91746,SRSF5|SUPT6H|EIF4A3|NUP153|SRRM1|NUP50|RRS1|CHTOP|SETD2|NSUN2|LSG1|YTHDC1,-1.1,100 uM
GO Biological Processes,19,GO:0006397,mRNA processing,19_GO:0008152 metabolic process,-3,1.8,3.5,27994,554,889,32,3.6,0.62,984|1655|1659|1665|2521|2963|3184|4670|4841|6430|6636|6830|7072|8621|9416|9589|9775|10081|10147|10250|11017|11171|22803|22984|23248|23524|26097|27339|51341|51755|57461|91746,CDK11B|DDX5|DHX8|DHX15|FUS|GTF2F2|HNRNPD|HNRNPM|NONO|SRSF5|SNRPF|SUPT6H|TIA1|CDK13|DDX23|WTAP|EIF4A3|PDCD7|SUGP2|SRRM1|SNRNP27|STRAP|XRN2|PDCD11|RPRD2|SRRM2|CHTOP|PRPF19|ZBTB7A|CDK12|ISY1|YTHDC1,-1.1,100 uM
KEGG Pathway,24,ko05146,Amoebiasis,,-3,3.3,4.1,27994,96,889,10,1.1,0.35,1285|1992|2335|3912|3915|5291|5567|5578|5579|22798,COL4A3|SERPINB1|FN1|LAMB1|LAMC1|PIK3CB|PRKACB|PRKCA|PRKCB|LAMB4,-1.1,100 uM
Reactome Gene Sets,6,R-HSA-68886,M Phase,,-3,2,3.6,27994,418,889,26,2.9,0.57,1778|3012|5519|5577|5578|5579|5700|5705|5708|7321|8243|8342|8548|9972|10426|10762|23141|26003|54821|55839|55844|64682|80254|80321|113130|387893,DYNC1H1|H2AC8|PPP2R1B|PRKAR2B|PRKCA|PRKCB|PSMC1|PSMC5|PSMD2|UBE2D1|SMC1A|H2BC14|BLZF1|NUP153|TUBGCP3|NUP50|ANKLE2|GORASP2|ERCC6L|CENPN|PPP2R2D|ANAPC1|CEP63|CEP70|CDCA5|KMT5A,-1.1,100 uM
GO Biological Processes,19,GO:0070482,response to oxygen levels,19_GO:0050896 response to stimulus,-3,2,3.6,27994,396,889,25,2.8,0.55,317|329|1410|1789|1869|2168|3939|5058|5066|5105|5163|5230|5423|5700|5705|5708|6095|7057|7422|10370|27063|50809|51024|51378|112399,APAF1|BIRC2|CRYAB|DNMT3B|E2F1|FABP1|LDHA|PAK1|PAM|PCK1|PDK1|PGK1|POLB|PSMC1|PSMC5|PSMD2|RORA|THBS1|VEGFA|CITED2|ANKRD1|HP1BP3|FIS1|ANGPT4|EGLN3,-1.1,100 uM
GO Biological Processes,19,GO:0071166,ribonucleoprotein complex localization,19_GO:0051179 localization,-3,2.9,3.9,27994,131,889,12,1.3,0.39,6430|6830|9775|9972|10250|10762|23212|26097|29072|54888|55341|91746,SRSF5|SUPT6H|EIF4A3|NUP153|SRRM1|NUP50|RRS1|CHTOP|SETD2|NSUN2|LSG1|YTHDC1,-1.1,100 uM
